0x0000 Type: 0   Name: UNKNOWN                                      flags: 0x0002 TYPE_TCP_WCHAR_STR
0x02EE Type: 0   Name: KEYBIND_SELECT_OFFHAND                       flags: 0x02A5 TYPE_TCP_WCHAR_STR
0x02EF Type: 0   Name: KEYBIND_SELECT_RANGED                        flags: 0x02A6 TYPE_TCP_WCHAR_STR
0x02F0 Type: 0   Name: KEYBIND_USE                                  flags: 0x02A7 TYPE_TCP_WCHAR_STR
0x02F1 Type: 0   Name: KEY_NAME_TEXT                                flags: 0x02A8 TYPE_TCP_WCHAR_STR
0x02F2 Type: 3   Name: KILLED_BY_COUNT                              flags: 0x02A9 TYPE_TCP_UINT32
0x02F3 Type: 3   Name: KILLED_BY_SELF_COUNT                         flags: 0x02AA TYPE_TCP_UINT32
0x02F4 Type: 3   Name: KILLER_CHARACTER_ID                          flags: 0x02AB TYPE_TCP_UINT32
0x02F5 Type: 3   Name: KILLER_DEVICE_MODE_ID                        flags: 0x02AC TYPE_TCP_UINT32
0x02F6 Type: 1   Name: KILLER_LOC_X                                 flags: 0x02AD TYPE_TCP_FLOAT
0x02F7 Type: 1   Name: KILLER_LOC_Y                                 flags: 0x02AE TYPE_TCP_FLOAT
0x02F8 Type: 1   Name: KILLER_LOC_Z                                 flags: 0x02AF TYPE_TCP_FLOAT
0x02F9 Type: 3   Name: KILLS_BOT                                    flags: 0x02B0 TYPE_TCP_UINT32
0x02FA Type: 1   Name: KILLS_PER_MIN_AVG                            flags: 0x02B1 TYPE_TCP_FLOAT
0x02FB Type: 3   Name: KILLS_PLAYER                                 flags: 0x02B2 TYPE_TCP_UINT32
0x02FC Type: 1   Name: KILL_PTS                                     flags: 0x02B3 TYPE_TCP_FLOAT
0x02FD Type: 3   Name: LANG_ID                                      flags: 0x02B4 TYPE_TCP_UINT32
0x02FE Type: 7   Name: LAST_AQUIRED_DATETIME                        flags: 0x02B5 TYPE_TCP_DATETIME
0x02FF Type: 7   Name: LAST_RESPEC_DATETIME                         flags: 0x02B6 TYPE_TCP_DATETIME
0x0300 Type: 3   Name: LEADER_CHARACTER_ID                          flags: 0x02B7 TYPE_TCP_UINT32
0x0301 Type: 0   Name: LEADER_NAME                                  flags: 0x02B8 TYPE_TCP_WCHAR_STR
0x0302 Type: 3   Name: LEADER_PLAYER_ID                             flags: 0x02B9 TYPE_TCP_UINT32
0x0303 Type: 3   Name: LEVEL                                        flags: 0x02BA TYPE_TCP_UINT32
0x0304 Type: 5   Name: LEVEL_GAINED_FLAG                            flags: 0x02BB TYPE_TCP_UINT8
0x0305 Type: 3   Name: LEVEL_MAX                                    flags: 0x02BC TYPE_TCP_UINT32
0x0306 Type: 3   Name: LEVEL_MIN                                    flags: 0x02BD TYPE_TCP_UINT32
0x0307 Type: 0   Name: LFG_FLAG                                     flags: 0x02BE TYPE_TCP_WCHAR_STR
0x0308 Type: 1   Name: LIFETIME_SEC                                 flags: 0x05D8 TYPE_TCP_FLOAT
0x0309 Type: 1   Name: LIFE_AFTER_DEATH_SECS                        flags: 0x05D9 TYPE_TCP_FLOAT
0x030A Type: 1   Name: LINEAR_COLOR_A                               flags: 0x05D6 TYPE_TCP_FLOAT
0x030B Type: 1   Name: LINEAR_COLOR_B                               flags: 0x05D7 TYPE_TCP_FLOAT
0x030C Type: 1   Name: LINEAR_COLOR_G                               flags: 0x02BF TYPE_TCP_FLOAT
0x030D Type: 1   Name: LINEAR_COLOR_R                               flags: 0x02C0 TYPE_TCP_FLOAT
0x030E Type: 3   Name: LISTENER                                     flags: 0x02C1 TYPE_TCP_UINT32
0x030F Type: 3   Name: LOCAL_KEYBIND_NEEDED_ID                      flags: 0x02C2 TYPE_TCP_UINT32
0x0310 Type: 3   Name: LOCATION_VALUE_ID                            flags: 0x02C3 TYPE_TCP_UINT32
0x0311 Type: 3   Name: LOCKDOWN_SECONDS                             flags: 0x02D4 TYPE_TCP_UINT32
0x0312 Type: 5   Name: LOCKED_FLAG                                  flags: 0x02C4 TYPE_TCP_UINT8
0x0313 Type: 3   Name: LOCK_ACHIEVEMENT_ID                          flags: 0x02C8 TYPE_TCP_UINT32
0x0314 Type: 7   Name: LOGGED_IN_DATETIME                           flags: 0x02C9 TYPE_TCP_DATETIME
0x0315 Type: 3   Name: LOGO_RES_ID                                  flags: 0x02CA TYPE_TCP_UINT32
0x0316 Type: 0   Name: LOG_LINE                                     flags: 0x02CB TYPE_TCP_WCHAR_STR
0x0317 Type: 3   Name: LOG_TYPE                                     flags: 0x02C5 TYPE_TCP_UINT32
0x0318 Type: 3   Name: LOOK_AT_TYPE_VALUE_ID                        flags: 0x02C6 TYPE_TCP_UINT32
0x0319 Type: 3   Name: LOOT_TABLE_ID                                flags: 0x02C7 TYPE_TCP_UINT32
0x031A Type: 3   Name: LOOT_TABLE_TYPE_VALUE_ID                     flags: 0x02CD TYPE_TCP_UINT32
0x031B Type: 3   Name: LOSE_LOOT_TABLE_ID                           flags: 0x02CE TYPE_TCP_UINT32
0x031C Type: 3   Name: MAIL_ID                                      flags: 0x02CC TYPE_TCP_UINT32
0x031D Type: 3   Name: MAIL_TYPE_VALUE_ID                           flags: 0x02D3 TYPE_TCP_UINT32
0x031E Type: 1   Name: MAKE_CHANCE                                  flags: 0x02CF TYPE_TCP_FLOAT
0x031F Type: 0   Name: MAP_ACTIVE_FLAG                              flags: 0x02D0 TYPE_TCP_WCHAR_STR
0x0320 Type: 0   Name: MAP_EXE_NAME                                 flags: 0x02D2 TYPE_TCP_WCHAR_STR
0x0321 Type: 0   Name: MAP_FILENAME                                 flags: 0x02D1 TYPE_TCP_WCHAR_STR
0x0322 Type: 3   Name: MAP_GAME_ID                                  flags: 0x02D5 TYPE_TCP_UINT32
0x0323 Type: 3   Name: MAP_ICON_TEXTURE_RES_ID                      flags: 0x02D6 TYPE_TCP_UINT32
0x0324 Type: 3   Name: MAP_ID                                       flags: 0x059A TYPE_TCP_UINT32
0x0325 Type: 3   Name: MAP_INSTANCE_ID                              flags: 0x02D7 TYPE_TCP_UINT32
0x0326 Type: 0   Name: MAP_NAME                                     flags: 0x02D8 TYPE_TCP_WCHAR_STR
0x0327 Type: 3   Name: MAP_NAME_MSG_ID                              flags: 0x02D9 TYPE_TCP_UINT32
0x0328 Type: 3   Name: MAP_OBJECT_CONFIG_INSTANCE_ID                flags: 0x02DA TYPE_TCP_UINT32
0x0329 Type: 3   Name: MAP_OBJECT_ID                                flags: 0x02DB TYPE_TCP_UINT32
0x032A Type: 0   Name: MAP_SELECTION_LIST_DESC                      flags: 0x02DC TYPE_TCP_WCHAR_STR
0x032B Type: 3   Name: MAP_SELECTION_LIST_ID                        flags: 0x02DD TYPE_TCP_UINT32
0x032C Type: 0   Name: MAP_SELECTION_LIST_NAME                      flags: 0x05C3 TYPE_TCP_WCHAR_STR
0x032D Type: 3   Name: MAP_SELECTION_TYPE_VALUE_ID                  flags: 0x02DE TYPE_TCP_UINT32
0x032E Type: 3   Name: MAP_SEL_LIST_ITEM_ID                         flags: 0x05DB TYPE_TCP_UINT32
0x032F Type: 3   Name: MAP_SERVER_ID                                flags: 0x02DF TYPE_TCP_UINT32
0x0330 Type: 3   Name: MAP_TYPE                                     flags: 0x02E0 TYPE_TCP_UINT32
0x0331 Type: 1   Name: MAP_X                                        flags: 0x02E1 TYPE_TCP_FLOAT
0x0332 Type: 1   Name: MAP_Y                                        flags: 0x02F1 TYPE_TCP_FLOAT
0x0333 Type: 3   Name: MATCH_COUNT                                  flags: 0x05F2 TYPE_TCP_UINT32
0x0334 Type: 3   Name: MATCH_FILTERS                                flags: 0x02E2 TYPE_TCP_UINT32
0x0335 Type: 3   Name: MATCH_ID                                     flags: 0x02E3 TYPE_TCP_UINT32
0x0336 Type: 3   Name: MATCH_MAKING_LOG_ID                          flags: 0x056F TYPE_TCP_UINT32
0x0337 Type: 3   Name: MATCH_QUEUE_ID                               flags: 0x0614 TYPE_TCP_UINT32
0x0338 Type: 0   Name: MATCH_QUEUE_NAME                             flags: 0x02E4 TYPE_TCP_WCHAR_STR
0x0339 Type: 5   Name: MATCH_TEAM_FLAG                              flags: 0x02E5 TYPE_TCP_UINT8
0x033A Type: 3   Name: MATERIAL_PARAMETER_ID                        flags: 0x02E6 TYPE_TCP_UINT32
0x033B Type: 3   Name: MATERIAL_RESOURCE_ID                         flags: 0x02E7 TYPE_TCP_UINT32
0x033C Type: 3   Name: MATERIAL_RES_GROUP_ID                        flags: 0x05AF TYPE_TCP_UINT32
0x033D Type: 3   Name: MATERIAL_RES_ID                              flags: 0x0570 TYPE_TCP_UINT32
0x033E Type: 3   Name: MATERIAL_RES_SUB_TYPE_VALUE_ID               flags: 0x02E8 TYPE_TCP_UINT32
0x033F Type: 3   Name: MATERIAL_RES_TYPE_VALUE_ID                   flags: 0x02E9 TYPE_TCP_UINT32
0x0340 Type: 3   Name: MATERIAL_TYPE_RES_ID                         flags: 0x02EA TYPE_TCP_UINT32
0x0341 Type: 3   Name: MAT_RES_PARAM_ID                             flags: 0x02EB TYPE_TCP_UINT32
0x0342 Type: 3   Name: MAX_INSTANCES                                flags: 0x02EC TYPE_TCP_UINT32
0x0343 Type: 2   Name: MAX_NBR_OF_BOUNCES                           flags: 0x02ED TYPE_TCP_DOUBLE_OR_INT_SIGNED
0x0344 Type: 3   Name: MAX_NBR_PER_DAY                              flags: 0x02EE TYPE_TCP_UINT32
0x0345 Type: 3   Name: MAX_NUMBER                                   flags: 0x05FD TYPE_TCP_UINT32
0x0346 Type: 3   Name: MAX_PLAYERS_PER_SIDE                         flags: 0x02EF TYPE_TCP_UINT32
0x0347 Type: 3   Name: MAX_PLAYERS_PER_TEAM                         flags: 0x05FC TYPE_TCP_UINT32
0x0348 Type: 3   Name: MAX_PRICE                                    flags: 0x0585 TYPE_TCP_UINT32
0x0349 Type: 3   Name: MAX_QUALITY_VALUE_ID                         flags: 0x02F0 TYPE_TCP_UINT32
0x034A Type: 3   Name: MAX_SIDE_DELTA                               flags: 0x05B0 TYPE_TCP_UINT32
0x034B Type: 1   Name: MAX_VALUE                                    flags: 0x02FC TYPE_TCP_FLOAT
0x034C Type: 3   Name: MAX_WAIT_SEC                                 flags: 0x02F2 TYPE_TCP_UINT32
0x034D Type: 3   Name: MEMBER_COUNT                                 flags: 0x02F3 TYPE_TCP_UINT32
0x034E Type: 3   Name: MEM_LOAD                                     flags: 0x02F4 TYPE_TCP_UINT32
0x034F Type: 3   Name: MEM_VIRTUAL_LOAD                             flags: 0x02F5 TYPE_TCP_UINT32
0x0350 Type: 3   Name: MERCENARY_COUNT                              flags: 0x02F6 TYPE_TCP_UINT32
0x0351 Type: 3   Name: MERCENARY_ID                                 flags: 0x02F7 TYPE_TCP_UINT32
0x0352 Type: 3   Name: MERGE_TEAM_ID                                flags: 0x02F8 TYPE_TCP_UINT32
0x0353 Type: 0   Name: MESH_NAME                                    flags: 0x02F9 TYPE_TCP_WCHAR_STR
0x0354 Type: 3   Name: MESH_RES_ID                                  flags: 0x02FA TYPE_TCP_UINT32
0x0355 Type: 0   Name: MESSAGE                                      flags: 0x02FB TYPE_TCP_WCHAR_STR
0x0356 Type: 3   Name: MESSAGE_MSG_ID                               flags: 0x0569 TYPE_TCP_UINT32
0x0357 Type: 3   Name: METRIC_VALUE_ID                              flags: 0x02FD TYPE_TCP_UINT32
0x0358 Type: 3   Name: MIC_RES_ID                                   flags: 0x05E0 TYPE_TCP_UINT32
0x0359 Type: 3   Name: MINUTES                                      flags: 0x02FE TYPE_TCP_UINT32
0x035A Type: 3   Name: MIN_IN_QUEUE                                 flags: 0x02FF TYPE_TCP_UINT32
0x035B Type: 3   Name: MIN_PLAYERS_PER_SIDE                         flags: 0x006E TYPE_TCP_UINT32
0x035C Type: 3   Name: MIN_PLAYERS_PER_TEAM                         flags: 0x0300 TYPE_TCP_UINT32
0x035D Type: 3   Name: MIN_PRICE                                    flags: 0x0301 TYPE_TCP_UINT32
0x035E Type: 1   Name: MIN_VALUE                                    flags: 0x0302 TYPE_TCP_FLOAT
0x035F Type: 3   Name: MIN_WAIT_SEC                                 flags: 0x0303 TYPE_TCP_UINT32
0x0360 Type: 0   Name: MISSION_FLAG                                 flags: 0x0304 TYPE_TCP_WCHAR_STR
0x0361 Type: 3   Name: MISSION_ID                                   flags: 0x0305 TYPE_TCP_UINT32
0x0362 Type: 3   Name: MISSION_INST_ID                              flags: 0x0306 TYPE_TCP_UINT32
0x0363 Type: 3   Name: MISSION_TIMER_SECONDS                        flags: 0x0307 TYPE_TCP_UINT32
0x0364 Type: 3   Name: MODE_ID                                      flags: 0x0309 TYPE_TCP_UINT32
0x0365 Type: 3   Name: MORPH_NODE_INDEX                             flags: 0x0308 TYPE_TCP_UINT32
0x0366 Type: 3   Name: MORPH_NODE_WEIGHT                            flags: 0x05D5 TYPE_TCP_UINT32
0x0367 Type: 3   Name: MORPH_SET_RES_ID                             flags: 0x030A TYPE_TCP_UINT32
0x0368 Type: 3   Name: MOTION_DETECTION_TYPE_VALUE_ID               flags: 0x030B TYPE_TCP_UINT32
0x0369 Type: 3   Name: MOUNT_SOCKET_RES_ID                          flags: 0x030C TYPE_TCP_UINT32
0x036A Type: 3   Name: MOVEMENT_ASM_ID                              flags: 0x030D TYPE_TCP_UINT32
0x036B Type: 0   Name: MOVEMENT_ASSEMBLY                            flags: 0x030E TYPE_TCP_WCHAR_STR
0x036C Type: 3   Name: MOVEMENT_ID                                  flags: 0x030F TYPE_TCP_UINT32
0x036D Type: 3   Name: MOVEMENT_TYPE_VALUE_ID                       flags: 0x0310 TYPE_TCP_UINT32
0x036E Type: 3   Name: MSG_ID                                       flags: 0x0313 TYPE_TCP_UINT32
0x036F Type: 0   Name: MULTIPLE_CLASS_FLAG                          flags: 0x0311 TYPE_TCP_WCHAR_STR
0x0370 Type: 0   Name: NAME                                         flags: 0x0312 TYPE_TCP_WCHAR_STR
0x0371 Type: 3   Name: NAME_MSG_ID                                  flags: 0x0316 TYPE_TCP_UINT32
0x0372 Type: 0   Name: NAME_MSG_TEXT                                flags: 0x0317 TYPE_TCP_WCHAR_STR
0x0373 Type: 3   Name: NBR_AWARDED                                  flags: 0x0314 TYPE_TCP_UINT32
0x0374 Type: 3   Name: NBR_SLOTS_USED                               flags: 0x0600 TYPE_TCP_UINT32
0x0375 Type: 8   Name: NET_ACCESS_FLAGS                             flags: 0x0315 TYPE_TCP_UINT64
0x0376 Type: 3   Name: NEW_MAIL_COUNT                               flags: 0x0318 TYPE_TCP_UINT32
0x0377 Type: 0   Name: NEW_NAME                                     flags: 0x0574 TYPE_TCP_WCHAR_STR
0x0378 Type: 3   Name: NEXT_OBJECT_ID                               flags: 0x0319 TYPE_TCP_UINT32
0x0379 Type: 5   Name: NON_COMBAT                                   flags: 0x0572 TYPE_TCP_UINT8
0x037A Type: 0   Name: NOTES                                        flags: 0x031A TYPE_TCP_WCHAR_STR
0x037B Type: 0   Name: NOTIFY_RIGID_BODY_COLLISION_FLAG             flags: 0x0578 TYPE_TCP_WCHAR_STR
0x037C Type: 3   Name: OBJECTIVE_ID                                 flags: 0x031B TYPE_TCP_UINT32
0x037D Type: 3   Name: OBJECTIVE_NUMBER                             flags: 0x031C TYPE_TCP_UINT32
0x037E Type: 1   Name: OBJECTIVE_PTS                                flags: 0x031D TYPE_TCP_FLOAT
0x037F Type: 3   Name: OBJECTIVE_TYPE_VALUE_ID                      flags: 0x031E TYPE_TCP_UINT32
0x0380 Type: 5   Name: OBJECT_FLAGS                                 flags: 0x060C TYPE_TCP_UINT8
0x0381 Type: 3   Name: OBJECT_ID                                    flags: 0x031F TYPE_TCP_UINT32
0x0382 Type: 0   Name: OBJECT_NAME                                  flags: 0x0320 TYPE_TCP_WCHAR_STR
0x0383 Type: 3   Name: OBJECT_NUMBER                                flags: 0x0321 TYPE_TCP_UINT32
0x0384 Type: 6   Name: OBJECT_ROW_SET                               flags: 0x0322 TYPE_TCP_DATA_SET
0x0385 Type: 3   Name: OFFHAND_ANIM_RES_ID                          flags: 0x0323 TYPE_TCP_UINT32
0x0386 Type: 0   Name: OFFICER_COMMENT                              flags: 0x0324 TYPE_TCP_WCHAR_STR
0x0387 Type: 3   Name: OFFICER_PLAYER_ID                            flags: 0x0325 TYPE_TCP_UINT32
0x0388 Type: 5   Name: OFFLINE_FLAG                                 flags: 0x0326 TYPE_TCP_UINT8
0x0389 Type: 3   Name: OLD_HEX_TERRITORY_ID                         flags: 0x0327 TYPE_TCP_UINT32
0x038A Type: 0   Name: OLD_NAME                                     flags: 0x0328 TYPE_TCP_WCHAR_STR
0x038B Type: 0   Name: ONLY_OWNER_SEE_FLAG                          flags: 0x0329 TYPE_TCP_WCHAR_STR
0x038C Type: 5   Name: OPEN_FLAG                                    flags: 0x032E TYPE_TCP_UINT8
0x038D Type: 3   Name: OPERATION                                    flags: 0x032A TYPE_TCP_UINT32
0x038E Type: 3   Name: OUTPUT_VALUE                                 flags: 0x032B TYPE_TCP_UINT32
0x038F Type: 3   Name: OVERRIDE_IN_HAND_ASM_ID                      flags: 0x032C TYPE_TCP_UINT32
0x0390 Type: 3   Name: OWNER_AGENCY_ID                              flags: 0x032D TYPE_TCP_UINT32
0x0391 Type: 3   Name: OWNER_ALLIANCE_ID                            flags: 0x032F TYPE_TCP_UINT32
0x0392 Type: 3   Name: OWNER_CHARACTER_ID                           flags: 0x0330 TYPE_TCP_UINT32
0x0393 Type: 3   Name: OWNER_ID                                     flags: 0x0331 TYPE_TCP_UINT32
0x0394 Type: 0   Name: OWNER_NO_SEE_FLAG                            flags: 0x0332 TYPE_TCP_WCHAR_STR
0x0395 Type: 3   Name: OWNER_PLAYER_ID                              flags: 0x0341 TYPE_TCP_UINT32
0x0396 Type: 3   Name: OWNING_AGENCY_ID                             flags: 0x0333 TYPE_TCP_UINT32
0x0397 Type: 0   Name: OWNING_AGENCY_NAME                           flags: 0x0334 TYPE_TCP_WCHAR_STR
0x0398 Type: 3   Name: OWNING_ALLIANCE_ID                           flags: 0x0335 TYPE_TCP_UINT32
0x0399 Type: 0   Name: OWNING_ALLIANCE_NAME                         flags: 0x0336 TYPE_TCP_WCHAR_STR
0x039A Type: 3   Name: PACE_TYPE_VALUE_ID                           flags: 0x0337 TYPE_TCP_UINT32
0x039B Type: 1   Name: PACKAGE_FOR_SAVE_TIME                        flags: 0x0338 TYPE_TCP_FLOAT
0x039C Type: 3   Name: PACKAGE_ID                                   flags: 0x0339 TYPE_TCP_UINT32
0x039D Type: 3   Name: PAGE                                         flags: 0x033A TYPE_TCP_UINT32
0x039E Type: 3   Name: PAGE_SIZE                                    flags: 0x033C TYPE_TCP_UINT32
0x039F Type: 0   Name: PARAMETERS                                   flags: 0x033D TYPE_TCP_WCHAR_STR
0x03A0 Type: 3   Name: PARAMETER_RES_ID                             flags: 0x033E TYPE_TCP_UINT32
0x03A1 Type: 3   Name: PARAM_TYPE_VALUE_ID                          flags: 0x033F TYPE_TCP_UINT32
0x03A2 Type: 3   Name: PARENT_ACHIEVEMENT_GROUP_ID                  flags: 0x033B TYPE_TCP_UINT32
0x03A3 Type: 3   Name: PARENT_ASM_ID                                flags: 0x0340 TYPE_TCP_UINT32
0x03A4 Type: 3   Name: PARENT_HELP_UI_VOLUME_ID                     flags: 0x0342 TYPE_TCP_UINT32
0x03A5 Type: 3   Name: PARENT_MAP_INSTANCE_ID                       flags: 0x0343 TYPE_TCP_UINT32
0x03A6 Type: 3   Name: PARTICLE_RES_ID                              flags: 0x0344 TYPE_TCP_UINT32
0x03A7 Type: 10  Name: PASSHASH                                     flags: 0x0345 TYPE_TCP_DYNAMIC_UINT32_SIZE
0x03A8 Type: 0   Name: PASSWORD                                     flags: 0x0346 TYPE_TCP_WCHAR_STR
0x03A9 Type: 0   Name: PATH_ONLY_FLAG                               flags: 0x0347 TYPE_TCP_WCHAR_STR
0x03AA Type: 5   Name: PAUSED_FLAG                                  flags: 0x0348 TYPE_TCP_UINT8
0x03AB Type: 3   Name: PAWN_CLASS_RES_ID                            flags: 0x0349 TYPE_TCP_UINT32
0x03AC Type: 3   Name: PAWN_ID                                      flags: 0x034A TYPE_TCP_UINT32
0x03AD Type: 3   Name: PENALTY_SECONDS                              flags: 0x034B TYPE_TCP_UINT32
0x03AE Type: 3   Name: PENALTY_TARGET_VALUE_ID                      flags: 0x034C TYPE_TCP_UINT32
0x03AF Type: 3   Name: PENALTY_TIME_VALUE_ID                        flags: 0x034E TYPE_TCP_UINT32
0x03B0 Type: 3   Name: PERMISSION_FLAGS                             flags: 0x034F TYPE_TCP_UINT32
0x03B1 Type: 5   Name: PET_KILL_FLAG                                flags: 0x034D TYPE_TCP_UINT8
0x03B2 Type: 1   Name: PET_LOC_X                                    flags: 0x0350 TYPE_TCP_FLOAT
0x03B3 Type: 1   Name: PET_LOC_Y                                    flags: 0x0351 TYPE_TCP_FLOAT
0x03B4 Type: 1   Name: PET_LOC_Z                                    flags: 0x0352 TYPE_TCP_FLOAT
0x03B5 Type: 3   Name: PHYSICAL_TYPE_VALUE_ID                       flags: 0x0353 TYPE_TCP_UINT32
0x03B6 Type: 3   Name: PHYSICS_ASSET_RES_ID                         flags: 0x0354 TYPE_TCP_UINT32
0x03B7 Type: 1   Name: PHYSICS_WEIGHT                               flags: 0x0355 TYPE_TCP_FLOAT
0x03B8 Type: 3   Name: PICKUP_DEVICE_ID                             flags: 0x0356 TYPE_TCP_UINT32
0x03B9 Type: 5   Name: PICK_LEAD                                    flags: 0x0357 TYPE_TCP_UINT8
0x03BA Type: 5   Name: PICK_SET                                     flags: 0x0358 TYPE_TCP_UINT8
0x03BB Type: 5   Name: PICK_USE                                     flags: 0x035A TYPE_TCP_UINT8
0x03BC Type: 0   Name: PIPE_NAME                                    flags: 0x035B TYPE_TCP_WCHAR_STR
0x03BD Type: 3   Name: PLACEMENT_INDEX                              flags: 0x035C TYPE_TCP_UINT32
0x03BE Type: 3   Name: PLAYERS_IN_MATCHES_COUNT                     flags: 0x035D TYPE_TCP_UINT32
0x03BF Type: 3   Name: PLAYERS_IN_QUEUES_COUNT                      flags: 0x035E TYPE_TCP_UINT32
0x03C0 Type: 3   Name: PLAYER_CAP_HARD                              flags: 0x035F TYPE_TCP_UINT32
0x03C1 Type: 3   Name: PLAYER_CAP_SOFT                              flags: 0x0359 TYPE_TCP_UINT32
0x03C2 Type: 3   Name: PLAYER_COUNT                                 flags: 0x0360 TYPE_TCP_UINT32
0x03C3 Type: 3   Name: PLAYER_ID                                    flags: 0x0361 TYPE_TCP_UINT32
0x03C4 Type: 3   Name: PLAYER_KILL_COUNT                            flags: 0x0362 TYPE_TCP_UINT32
0x03C5 Type: 0   Name: PLAYER_NAME                                  flags: 0x0363 TYPE_TCP_WCHAR_STR
0x03C6 Type: 3   Name: PLAYER_PROFILE_COUNT                         flags: 0x0364 TYPE_TCP_UINT32
0x03C7 Type: 3   Name: PLAYER_PROFILE_ID                            flags: 0x0586 TYPE_TCP_UINT32
0x03C8 Type: 1   Name: PLAYER_RANK                                  flags: 0x0365 TYPE_TCP_FLOAT
0x03C9 Type: 0   Name: PLAYER_ROLE                                  flags: 0x0366 TYPE_TCP_WCHAR_STR
0x03CA Type: 1   Name: PLAYER_VARIANCE                              flags: 0x0367 TYPE_TCP_FLOAT
0x03CB Type: 3   Name: POINTS_ALLOCATED                             flags: 0x0368 TYPE_TCP_UINT32
0x03CC Type: 3   Name: POINTS_EARNED                                flags: 0x0369 TYPE_TCP_UINT32
0x03CD Type: 3   Name: POSITION                                     flags: 0x036A TYPE_TCP_UINT32
0x03CE Type: 3   Name: POSTURE_TYPE_VALUE_ID                        flags: 0x036B TYPE_TCP_UINT32
0x03CF Type: 1   Name: POWER_POOL_REGEN_PER_SEC                     flags: 0x036C TYPE_TCP_FLOAT
0x03D0 Type: 3   Name: PREFERRED_SERVER_NUM                         flags: 0x036D TYPE_TCP_UINT32
0x03D1 Type: 3   Name: PREREQ_GROUP_POINTS                          flags: 0x036E TYPE_TCP_UINT32
0x03D2 Type: 3   Name: PREREQ_QUEST_ID                              flags: 0x036F TYPE_TCP_UINT32
0x03D3 Type: 3   Name: PREREQ_SKILL_ID                              flags: 0x0370 TYPE_TCP_UINT32
0x03D4 Type: 3   Name: PREREQ_SKILL_POINTS                          flags: 0x0371 TYPE_TCP_UINT32
0x03D5 Type: 0   Name: PREV_STRING_VALUE                            flags: 0x0372 TYPE_TCP_WCHAR_STR
0x03D6 Type: 3   Name: PRICE                                        flags: 0x0373 TYPE_TCP_UINT32
0x03D7 Type: 0   Name: PRIMARY_FLAG                                 flags: 0x0374 TYPE_TCP_WCHAR_STR
0x03D8 Type: 3   Name: PRIORITY_TYPE                                flags: 0x0375 TYPE_TCP_UINT32
0x03D9 Type: 3   Name: PRIORITY_VALUE_ID                            flags: 0x05A7 TYPE_TCP_UINT32
0x03DA Type: 3   Name: PROCESS_ID                                   flags: 0x05AB TYPE_TCP_UINT32
0x03DB Type: 3   Name: PROCESS_ORDER                                flags: 0x0583 TYPE_TCP_UINT32
0x03DC Type: 3   Name: PRODUCTION_COST                              flags: 0x0588 TYPE_TCP_UINT32
0x03DD Type: 0   Name: PRODUCTION_FLAG                              flags: 0x0587 TYPE_TCP_WCHAR_STR
0x03DE Type: 3   Name: PRODUCTION_INTERVAL_MIN                      flags: 0x0589 TYPE_TCP_UINT32
0x03DF Type: 3   Name: PROFILE_ID                                   flags: 0x058A TYPE_TCP_UINT32
0x03E0 Type: 0   Name: PROFILE_NAME                                 flags: 0x0376 TYPE_TCP_WCHAR_STR
0x03E1 Type: 3   Name: PROGRESS                                     flags: 0x0377 TYPE_TCP_UINT32
0x03E2 Type: 0   Name: PROMOTION_CODE                               flags: 0x05CB TYPE_TCP_WCHAR_STR
0x03E3 Type: 3   Name: PROMOTION_ID                                 flags: 0x0378 TYPE_TCP_UINT32
0x03E4 Type: 0   Name: PROPERTY                                     flags: 0x0379 TYPE_TCP_WCHAR_STR
0x03E5 Type: 2   Name: PROPERTY_OFFSET                              flags: 0x037A TYPE_TCP_DOUBLE_OR_INT_SIGNED
0x03E6 Type: 3   Name: PROPERTY_VALUE_ID                            flags: 0x037B TYPE_TCP_UINT32
0x03E7 Type: 3   Name: PROP_ID                                      flags: 0x0380 TYPE_TCP_UINT32
0x03E8 Type: 0   Name: PROP_NAME                                    flags: 0x0381 TYPE_TCP_WCHAR_STR
0x03E9 Type: 3   Name: PROP_TYPE_VALUE_ID                           flags: 0x0382 TYPE_TCP_UINT32
0x03EA Type: 3   Name: PROP_UOM_VALUE_ID                            flags: 0x0383 TYPE_TCP_UINT32
0x03EB Type: 1   Name: PROP_VALUE                                   flags: 0x0384 TYPE_TCP_FLOAT
0x03EC Type: 3   Name: PROP_VALUE_RES_ID                            flags: 0x037C TYPE_TCP_UINT32
0x03ED Type: 3   Name: PROTECTION_POINTS                            flags: 0x037D TYPE_TCP_UINT32
0x03EE Type: 3   Name: PROXIMITY_ASM_ID                             flags: 0x037E TYPE_TCP_UINT32
0x03EF Type: 1   Name: PROXIMITY_DISTANCE                           flags: 0x037F TYPE_TCP_FLOAT
0x03F0 Type: 1   Name: PROXIMITY_HEIGHT                             flags: 0x0385 TYPE_TCP_FLOAT
0x03F1 Type: 0   Name: PSC_LOOPS_FLAG                               flags: 0x0386 TYPE_TCP_WCHAR_STR
0x03F2 Type: 3   Name: PSC_TEMPLATE_RES_ID                          flags: 0x0387 TYPE_TCP_UINT32
0x03F3 Type: 0   Name: PUBLIC_COMMENT                               flags: 0x0388 TYPE_TCP_WCHAR_STR
0x03F4 Type: 3   Name: PUBLIC_COUNT                                 flags: 0x0389 TYPE_TCP_UINT32
0x03F5 Type: 0   Name: PUBLIC_FLAG                                  flags: 0x038A TYPE_TCP_WCHAR_STR
